event_type,current_char,timestamp,current_word,current_word_time,current_sentence,current_sentence_time,complete_text,current_complete_time,sentence_num,technique_used,participant_id
key pressed,"o",1559750141.64876,"Pfo",0.43990302085876465,"Sylvia wagt quick den Jux bei Pfo",9.08834719657898,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pfo",28.711091995239258,2,none,3
key pressed,"r",1559750141.824901,"Pfor",0.6160440444946289,"Sylvia wagt quick den Jux bei Pfor",9.264488220214844,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pfor",28.887233018875122,2,none,3
key pressed,"z",1559750142.120842,"Pforz",0.911984920501709,"Sylvia wagt quick den Jux bei Pforz",9.560429096221924,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforz",29.183173894882202,2,none,3
key pressed,"h",1559750142.305006,"Pforzh",1.09614896774292,"Sylvia wagt quick den Jux bei Pforzh",9.744593143463135,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzh",29.367337942123413,2,none,3
key pressed,"e",1559750142.4247732,"Pforzhe",1.2159161567687988,"Sylvia wagt quick den Jux bei Pforzhe",9.864360332489014,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzhe",29.487105131149292,2,none,3
key pressed,"i",1559750142.5207639,"Pforzhei",1.3119068145751953,"Sylvia wagt quick den Jux bei Pforzhei",9.96035099029541,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzhei",29.58309578895569,2,none,3
key pressed,"m",1559750142.7849479,"Pforzheim",1.5760908126831055,"Sylvia wagt quick den Jux bei Pforzheim",10.22453498840332,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzheim",29.8472797870636,2,none,3
key pressed,".",1559750143.441002,"Pforzheim.",2.232144832611084,"Sylvia wagt quick den Jux bei Pforzheim.",10.880589008331299,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzheim.",30.503333806991577,2,none,3
key pressed,"ENTER",1559750143.96119,"Pforzheim.",2.752332925796509,"Sylvia wagt quick den Jux bei Pforzheim.
",11.400777101516724,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzheim.
",31.023521900177002,2,none,3
word typed,"ENTER",1559750143.96119,"Pforzheim.",2.752332925796509,"Sylvia wagt quick den Jux bei Pforzheim.
",11.400777101516724,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzheim.
",31.023521900177002,2,False,3
sentence typed,"ENTER",1559750143.96119,"Pforzheim.",2.752332925796509,"Sylvia wagt quick den Jux bei Pforzheim.
",11.400777101516724,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzheim.
",31.023521900177002,2,none,3
key pressed,"P",1559750145.024787,"P",0.0,"P",0.0,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzheim.P",32.08711886405945,3,none,3
key pressed,"r",1559750145.232826,"Pr",0.2080390453338623,"Pr",0.2080390453338623,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzheim.Pr",32.29515790939331,3,none,3
key pressed,"a",1559750145.344865,"Pra",0.32007813453674316,"Pra",0.32007813453674316,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzheim.Pra",32.40719699859619,3,none,3
key pressed,"l",1559750145.472736,"Pral",0.4479489326477051,"Pral",0.4479489326477051,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzheim.Pral",32.53506779670715,3,none,3
key pressed,"l",1559750145.6168919,"Prall",0.5921049118041992,"Prall",0.5921049118041992,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzheim.Prall",32.67922377586365,3,none,3
key pressed,"SPACE",1559750145.7618182,"Prall",0.7370312213897705,"Prall ",0.7370312213897705,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzheim.Prall ",32.82415008544922,3,none,3
word typed,"SPACE",1559750145.7618182,"Prall",0.7370312213897705,"Prall ",0.7370312213897705,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzheim.Prall ",32.82415008544922,3,False,3
key pressed,"v",1559750146.113077,"v",0.0,"Prall v",1.0882899761199951,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzheim.Prall v",33.17540884017944,3,none,3
key pressed,"o",1559750146.232939,"vo",0.11986207962036133,"Prall vo",1.2081520557403564,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzheim.Prall vo",33.295270919799805,3,none,3
key pressed,"m",1559750146.4809442,"vom",0.36786723136901855,"Prall vom",1.4561572074890137,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzheim.Prall vom",33.54327607154846,3,none,3
key pressed,"SPACE",1559750146.632853,"vom",0.5197761058807373,"Prall vom ",1.6080660820007324,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzheim.Prall vom ",33.69518494606018,3,none,3
word typed,"SPACE",1559750146.632853,"vom",0.5197761058807373,"Prall vom ",1.6080660820007324,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzheim.Prall vom ",33.69518494606018,3,False,3
key pressed,"W",1559750146.84113,"W",0.0,"Prall vom W",1.816343069076538,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzheim.Prall vom W",33.903461933135986,3,none,3
key pressed,"H",1559750146.904911,"WH",0.0637810230255127,"Prall vom WH",1.8801240921020508,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzheim.Prall vom WH",33.9672429561615,3,none,3
key pressed,"i",1559750147.080776,"WHi",0.23964595794677734,"Prall vom WHi",2.0559890270233154,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzheim.Prall vom WHi",34.143107891082764,3,none,3
key pressed,"s",1559750147.200903,"WHis",0.3597729206085205,"Prall vom WHis",2.1761159896850586,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzheim.Prall vom WHis",34.26323485374451,3,none,3
key pressed,"k",1559750147.353045,"WHisk",0.5119149684906006,"Prall vom WHisk",2.3282580375671387,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzheim.Prall vom WHisk",34.41537690162659,3,none,3
key pressed,"y",1559750148.041075,"WHisky",1.1999449729919434,"Prall vom WHisky",3.0162880420684814,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzheim.Prall vom WHisky",35.10340690612793,3,none,3
key pressed,"SPACE",1559750148.232866,"WHisky",1.3917360305786133,"Prall vom WHisky ",3.2080790996551514,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzheim.Prall vom WHisky ",35.2951979637146,3,none,3
word typed,"SPACE",1559750148.232866,"WHisky",1.3917360305786133,"Prall vom WHisky ",3.2080790996551514,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzheim.Prall vom WHisky ",35.2951979637146,3,False,3
key pressed,"f",1559750148.577336,"f",0.0,"Prall vom WHisky f",3.552549123764038,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzheim.Prall vom WHisky f",35.639667987823486,3,none,3
key pressed,"l",1559750148.721021,"fl",0.14368486404418945,"Prall vom WHisky fl",3.6962339878082275,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzheim.Prall vom WHisky fl",35.783352851867676,3,none,3
key pressed,"o",1559750148.8970912,"flo",0.31975507736206055,"Prall vom WHisky flo",3.8723042011260986,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzheim.Prall vom WHisky flo",35.95942306518555,3,none,3
key pressed,"g",1559750149.0249112,"flog",0.44757509231567383,"Prall vom WHisky flog",4.000124216079712,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzheim.Prall vom WHisky flog",36.08724308013916,3,none,3
key pressed,"SPACE",1559750149.144994,"flog",0.5676579475402832,"Prall vom WHisky flog ",4.120207071304321,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzheim.Prall vom WHisky flog ",36.20732593536377,3,none,3
word typed,"SPACE",1559750149.144994,"flog",0.5676579475402832,"Prall vom WHisky flog ",4.120207071304321,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzheim.Prall vom WHisky flog ",36.20732593536377,3,False,3
key pressed,"Q",1559750149.3291311,"Q",0.0,"Prall vom WHisky flog Q",4.304344177246094,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzheim.Prall vom WHisky flog Q",36.39146304130554,3,none,3
key pressed,"U",1559750149.4009159,"QU",0.07178473472595215,"Prall vom WHisky flog QU",4.376128911972046,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzheim.Prall vom WHisky flog QU",36.463247776031494,3,none,3
key pressed,"a",1559750149.5850098,"QUa",0.2558786869049072,"Prall vom WHisky flog QUa",4.560222864151001,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzheim.Prall vom WHisky flog QUa",36.64734172821045,3,none,3
key pressed,"x",1559750149.865076,"QUax",0.535944938659668,"Prall vom WHisky flog QUax",4.840289115905762,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzheim.Prall vom WHisky flog QUax",36.92740797996521,3,none,3
key pressed,"SPACE",1559750150.145042,"QUax",0.815910816192627,"Prall vom WHisky flog QUax ",5.120254993438721,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzheim.Prall vom WHisky flog QUax ",37.20737385749817,3,none,3
word typed,"SPACE",1559750150.145042,"QUax",0.815910816192627,"Prall vom WHisky flog QUax ",5.120254993438721,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzheim.Prall vom WHisky flog QUax ",37.20737385749817,3,False,3
key pressed,"d",1559750150.401564,"d",0.0,"Prall vom WHisky flog QUax d",5.376776933670044,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzheim.Prall vom WHisky flog QUax d",37.46389579772949,3,none,3
key pressed,"e",1559750150.569029,"de",0.1674652099609375,"Prall vom WHisky flog QUax de",5.5442421436309814,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzheim.Prall vom WHisky flog QUax de",37.63136100769043,3,none,3
key pressed,"n",1559750150.680937,"den",0.2793731689453125,"Prall vom WHisky flog QUax den",5.6561501026153564,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzheim.Prall vom WHisky flog QUax den",37.743268966674805,3,none,3
key pressed,"SPACE",1559750150.8331652,"den",0.43160128593444824,"Prall vom WHisky flog QUax den ",5.808378219604492,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzheim.Prall vom WHisky flog QUax den ",37.89549708366394,3,none,3
word typed,"SPACE",1559750150.8331652,"den",0.43160128593444824,"Prall vom WHisky flog QUax den ",5.808378219604492,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzheim.Prall vom WHisky flog QUax den ",37.89549708366394,3,False,3
key pressed,"J",1559750151.361324,"J",0.0,"Prall vom WHisky flog QUax den J",6.33653712272644,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzheim.Prall vom WHisky flog QUax den J",38.42365598678589,3,none,3
key pressed,"e",1559750151.521086,"Je",0.15976190567016602,"Prall vom WHisky flog QUax den Je",6.4962990283966064,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzheim.Prall vom WHisky flog QUax den Je",38.583417892456055,3,none,3
key pressed,"t",1559750151.689087,"Jet",0.3277628421783447,"Prall vom WHisky flog QUax den Jet",6.664299964904785,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzheim.Prall vom WHisky flog QUax den Jet",38.75141882896423,3,none,3
key pressed,"SPACE",1559750151.825174,"Jet",0.4638500213623047,"Prall vom WHisky flog QUax den Jet ",6.800387144088745,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzheim.Prall vom WHisky flog QUax den Jet ",38.88750600814819,3,none,3
word typed,"SPACE",1559750151.825174,"Jet",0.4638500213623047,"Prall vom WHisky flog QUax den Jet ",6.800387144088745,"Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.Sylvia wagt quick den Jux bei Pforzheim.Prall vom WHisky flog QUax den Jet ",38.88750600814819,3,False,3
